label,slug,source,motion_json,features_npz,quality,duration,frames
bún ngan,bun_ngan,Dataset/Videos/D0085.mp4,motions/bun_ngan/d0085.json,features/bun_ngan/d0085.npz,0.6235,4.004,60
bún ốc,bun_oc,Dataset/Videos/D0086.mp4,motions/bun_oc/d0086.json,features/bun_oc/d0086.npz,0.7453,4.4711,60
bún đậu,bun_au,Dataset/Videos/D0087B.mp4,motions/bun_au/d0087b.json,features/bun_au/d0087b.npz,0.8116,3.9706,60
xôi gấc,xoi_gac,Dataset/Videos/D0088.mp4,motions/xoi_gac/d0088.json,features/xoi_gac/d0088.npz,0.5697,3.6036,60
xôi gà,xoi_ga,Dataset/Videos/D0089.mp4,motions/xoi_ga/d0089.json,features/xoi_ga/d0089.npz,0.6225,4.3377,60
cháo sườn,chao_suon,Dataset/Videos/D0090.mp4,motions/chao_suon/d0090.json,features/chao_suon/d0090.npz,0.7319,4.5712,60
cơm rang,com_rang,Dataset/Videos/D0091.mp4,motions/com_rang/d0091.json,features/com_rang/d0091.npz,0.6344,4.5379,60
nhấn mạnh,nhan_manh,Dataset/Videos/D0092.mp4,motions/nhan_manh/d0092.json,features/nhan_manh/d0092.npz,0.6658,3.5369,60
đạo diễn,ao_dien,Dataset/Videos/D0093.mp4,motions/ao_dien/d0093.json,features/ao_dien/d0093.npz,0.6796,7.0404,60
thí nghiệm,thi_nghiem,Dataset/Videos/D0094.mp4,motions/thi_nghiem/d0094.json,features/thi_nghiem/d0094.npz,0.6837,3.7371,60
cắm trại,cam_trai,Dataset/Videos/D0095.mp4,motions/cam_trai/d0095.json,features/cam_trai/d0095.npz,0.6235,4.004,60
khả năng,kha_nang,Dataset/Videos/D0096.mp4,motions/kha_nang/d0096.json,features/kha_nang/d0096.npz,0.5485,4.371,60
kỹ năng,ky_nang,Dataset/Videos/D0097.mp4,motions/ky_nang/d0097.json,features/ky_nang/d0097.npz,0.6638,3.8705,60
có … không?,co_khong,Dataset/Videos/D0098.mp4,motions/co_khong/d0098.json,features/co_khong/d0098.npz,0.485,4.3377,60
cung cấp,cung_cap,Dataset/Videos/D0099.mp4,motions/cung_cap/d0099.json,features/cung_cap/d0099.npz,0.6185,3.8372,60
khờ dại,kho_dai,Dataset/Videos/D0100.mp4,motions/kho_dai/d0100.json,features/kho_dai/d0100.npz,0.7011,4.5712,60
cực khổ,cuc_kho,Dataset/Videos/D0101.mp4,motions/cuc_kho/d0101.json,features/cuc_kho/d0101.npz,0.516,4.7047,60
may mắn,may_man,Dataset/Videos/D0102.mp4,motions/may_man/d0102.json,features/may_man/d0102.npz,0.597,5.005,60
từ chối,tu_choi,Dataset/Videos/D0103B.mp4,motions/tu_choi/d0103b.json,features/tu_choi/d0103b.npz,0.6496,5.9726,60
từ chối,tu_choi,Dataset/Videos/D0103N.mp4,motions/tu_choi/d0103n.json,features/tu_choi/d0103n.npz,0.5678,3.2366,60
từ chối,tu_choi,Dataset/Videos/D0103T.mp4,motions/tu_choi/d0103t.json,features/tu_choi/d0103t.npz,0.5778,3.2366,60
nấu nướng,nau_nuong,Dataset/Videos/D0104.mp4,motions/nau_nuong/d0104.json,features/nau_nuong/d0104.npz,0.897,3.37,60
xoa đầu,xoa_au,Dataset/Videos/D0105.mp4,motions/xoa_au/d0105.json,features/xoa_au/d0105.npz,0.5806,6.2062,60
rực rỡ,ruc_ro,Dataset/Videos/D0107.mp4,motions/ruc_ro/d0107.json,features/ruc_ro/d0107.npz,0.8544,5.4388,60
thiệp sinh nhật,thiep_sinh_nhat,Dataset/Videos/D0108B.mp4,motions/thiep_sinh_nhat/d0108b.json,features/thiep_sinh_nhat/d0108b.npz,0.8337,4.2376,60
thiệp sinh nhật,thiep_sinh_nhat,Dataset/Videos/D0108N.mp4,motions/thiep_sinh_nhat/d0108n.json,features/thiep_sinh_nhat/d0108n.npz,0.9297,4.4711,60
thiệp sinh nhật,thiep_sinh_nhat,Dataset/Videos/D0108T.mp4,motions/thiep_sinh_nhat/d0108t.json,features/thiep_sinh_nhat/d0108t.npz,0.9539,4.4711,60
không quen,khong_quen,Dataset/Videos/D0109B.mp4,motions/khong_quen/d0109b.json,features/khong_quen/d0109b.npz,0.9214,3.0364,60
không quen,khong_quen,Dataset/Videos/D0109N.mp4,motions/khong_quen/d0109n.json,features/khong_quen/d0109n.npz,0.9809,2.2689,60
không quen,khong_quen,Dataset/Videos/D0109T.mp4,motions/khong_quen/d0109t.json,features/khong_quen/d0109t.npz,0.9321,3.0364,60
bánh tráng,banh_trang,Dataset/Videos/D0110.mp4,motions/banh_trang/d0110.json,features/banh_trang/d0110.npz,0.8569,5.3053,60
tương ớt,tuong_ot,Dataset/Videos/D0111B.mp4,motions/tuong_ot/d0111b.json,features/tuong_ot/d0111b.npz,0.5758,3.9373,60
tương ớt,tuong_ot,Dataset/Videos/D0111N.mp4,motions/tuong_ot/d0111n.json,features/tuong_ot/d0111n.npz,0.6774,4.5379,60
tương ớt,tuong_ot,Dataset/Videos/D0111T.mp4,motions/tuong_ot/d0111t.json,features/tuong_ot/d0111t.npz,0.5648,3.9373,60
không có,khong_co,Dataset/Videos/D0112.mp4,motions/khong_co/d0112.json,features/khong_co/d0112.npz,0.9403,6.9069,60
không có chi,khong_co_chi,Dataset/Videos/D0113.mp4,motions/khong_co_chi/d0113.json,features/khong_co_chi/d0113.npz,0.688,4.1708,60
dân chủ,dan_chu,Dataset/Videos/D0114.mp4,motions/dan_chu/d0114.json,features/dan_chu/d0114.npz,0.7034,2.6693,60
xử lý,xu_ly,Dataset/Videos/D0115.mp4,motions/xu_ly/d0115.json,features/xu_ly/d0115.npz,0.8561,4.371,60
đất ruộng,at_ruong,Dataset/Videos/D0116.mp4,motions/at_ruong/d0116.json,features/at_ruong/d0116.npz,0.9802,4.9383,60
tinh mắt,tinh_mat,Dataset/Videos/D0117.mp4,motions/tinh_mat/d0117.json,features/tinh_mat/d0117.npz,0.9912,11.0444,60
cũng vậy/cũng thế,cung_vay_cung_the,Dataset/Videos/D0118.mp4,motions/cung_vay_cung_the/d0118.json,features/cung_vay_cung_the/d0118.npz,0.5171,10.5105,60
đúng không?,ung_khong,Dataset/Videos/D0119B.mp4,motions/ung_khong/d0119b.json,features/ung_khong/d0119b.npz,0.9551,3.1365,60
đúng không?,ung_khong,Dataset/Videos/D0119N.mp4,motions/ung_khong/d0119n.json,features/ung_khong/d0119n.npz,0.9889,3.9039,60
đúng không?,ung_khong,Dataset/Videos/D0119T.mp4,motions/ung_khong/d0119t.json,features/ung_khong/d0119t.npz,0.9815,2.9363,60
phải không?,phai_khong,Dataset/Videos/D0120B.mp4,motions/phai_khong/d0120b.json,features/phai_khong/d0120b.npz,0.9942,3.7704,60
phải không?,phai_khong,Dataset/Videos/D0120N.mp4,motions/phai_khong/d0120n.json,features/phai_khong/d0120n.npz,0.9914,3.7704,60
phải không?,phai_khong,Dataset/Videos/D0120T.mp4,motions/phai_khong/d0120t.json,features/phai_khong/d0120t.npz,0.9942,3.7704,60
còn bạn?,con_ban,Dataset/Videos/D0121.mp4,motions/con_ban/d0121.json,features/con_ban/d0121.npz,0.9852,5.1385,60
cần không?,can_khong,Dataset/Videos/D0122B.mp4,motions/can_khong/d0122b.json,features/can_khong/d0122b.npz,0.9819,3.003,60
cần không?,can_khong,Dataset/Videos/D0122N.mp4,motions/can_khong/d0122n.json,features/can_khong/d0122n.npz,0.9833,2.6026,60
cần không?,can_khong,Dataset/Videos/D0122T.mp4,motions/can_khong/d0122t.json,features/can_khong/d0122t.npz,0.9833,2.6026,60
nên không?,nen_khong,Dataset/Videos/D0123B.mp4,motions/nen_khong/d0123b.json,features/nen_khong/d0123b.npz,0.9831,3.2032,60
nên không?,nen_khong,Dataset/Videos/D0123N.mp4,motions/nen_khong/d0123n.json,features/nen_khong/d0123n.npz,0.9757,2.2356,60
nên không?,nen_khong,Dataset/Videos/D0123T.mp4,motions/nen_khong/d0123t.json,features/nen_khong/d0123t.npz,0.9757,2.2356,60
kia,kia,Dataset/Videos/D0124.mp4,motions/kia/d0124.json,features/kia/d0124.npz,0.9797,3.2032,60
nóng tính,nong_tinh,Dataset/Videos/D0125.mp4,motions/nong_tinh/d0125.json,features/nong_tinh/d0125.npz,0.9381,4.2042,60
sợ không?,so_khong,Dataset/Videos/D0126.mp4,motions/so_khong/d0126.json,features/so_khong/d0126.npz,0.8773,7.7744,60
căm thù,cam_thu,Dataset/Videos/D0127.mp4,motions/cam_thu/d0127.json,features/cam_thu/d0127.npz,0.9715,3.8038,60
đẹp không? (người),ep_khong_nguoi,Dataset/Videos/D0128B.mp4,motions/ep_khong_nguoi/d0128b.json,features/ep_khong_nguoi/d0128b.npz,0.9793,3.1365,60
đẹp không? (người),ep_khong_nguoi,Dataset/Videos/D0128N.mp4,motions/ep_khong_nguoi/d0128n.json,features/ep_khong_nguoi/d0128n.npz,0.9861,3.9039,60
đẹp không? (người),ep_khong_nguoi,Dataset/Videos/D0128T.mp4,motions/ep_khong_nguoi/d0128t.json,features/ep_khong_nguoi/d0128t.npz,0.9793,3.1365,60
không đẹp,khong_ep,Dataset/Videos/D0129B.mp4,motions/khong_ep/d0129b.json,features/khong_ep/d0129b.npz,0.9248,3.6036,60
không đẹp,khong_ep,Dataset/Videos/D0129N.mp4,motions/khong_ep/d0129n.json,features/khong_ep/d0129n.npz,0.9735,2.8695,60
không đẹp,khong_ep,Dataset/Videos/D0129T.mp4,motions/khong_ep/d0129t.json,features/khong_ep/d0129t.npz,0.9773,2.8695,60
chúng tôi (2 người) (đại từ),chung_toi_2_nguoi_ai_tu,Dataset/Videos/D0130.mp4,motions/chung_toi_2_nguoi_ai_tu/d0130.json,features/chung_toi_2_nguoi_ai_tu/d0130.npz,0.9417,3.5369,60
chúng tôi (3 người) (đại từ),chung_toi_3_nguoi_ai_tu,Dataset/Videos/D0131.mp4,motions/chung_toi_3_nguoi_ai_tu/d0131.json,features/chung_toi_3_nguoi_ai_tu/d0131.npz,0.9275,4.0374,60
chúng tôi (4 người) (đại từ),chung_toi_4_nguoi_ai_tu,Dataset/Videos/D0132.mp4,motions/chung_toi_4_nguoi_ai_tu/d0132.json,features/chung_toi_4_nguoi_ai_tu/d0132.npz,0.9306,2.9696,60
chúng tôi (5 người) (đại từ),chung_toi_5_nguoi_ai_tu,Dataset/Videos/D0133.mp4,motions/chung_toi_5_nguoi_ai_tu/d0133.json,features/chung_toi_5_nguoi_ai_tu/d0133.npz,0.9836,3.3033,60
chúng tôi (đại từ),chung_toi_ai_tu,Dataset/Videos/D0134.mp4,motions/chung_toi_ai_tu/d0134.json,features/chung_toi_ai_tu/d0134.npz,0.8375,4.2709,60
các bạn (2 người),cac_ban_2_nguoi,Dataset/Videos/D0135.mp4,motions/cac_ban_2_nguoi/d0135.json,features/cac_ban_2_nguoi/d0135.npz,0.8345,3.6036,60
họ (2 người) (đại từ),ho_2_nguoi_ai_tu,Dataset/Videos/D0136.mp4,motions/ho_2_nguoi_ai_tu/d0136.json,features/ho_2_nguoi_ai_tu/d0136.npz,0.8502,4.2709,60
họ (đại từ),ho_ai_tu,Dataset/Videos/D0137.mp4,motions/ho_ai_tu/d0137.json,features/ho_ai_tu/d0137.npz,0.7779,4.004,60
bạn yêu tôi,ban_yeu_toi,Dataset/Videos/D0138.mp4,motions/ban_yeu_toi/d0138.json,features/ban_yeu_toi/d0138.npz,0.527,3.7371,60
tôi yêu bạn ấy,toi_yeu_ban_ay,Dataset/Videos/D0139.mp4,motions/toi_yeu_ban_ay/d0139.json,features/toi_yeu_ban_ay/d0139.npz,0.9916,5.1718,60
bạn ấy yêu tôi,ban_ay_yeu_toi,Dataset/Videos/D0140.mp4,motions/ban_ay_yeu_toi/d0140.json,features/ban_ay_yeu_toi/d0140.npz,0.984,4.7381,60
bạn yêu bạn ấy,ban_yeu_ban_ay,Dataset/Videos/D0141.mp4,motions/ban_yeu_ban_ay/d0141.json,features/ban_yeu_ban_ay/d0141.npz,0.7984,2.636,60
bạn ấy yêu bạn,ban_ay_yeu_ban,Dataset/Videos/D0142.mp4,motions/ban_ay_yeu_ban/d0142.json,features/ban_ay_yeu_ban/d0142.npz,0.8565,2.5692,60
"anh hai, anh cả",anh_hai_anh_ca,Dataset/Videos/D0143B.mp4,motions/anh_hai_anh_ca/d0143b.json,features/anh_hai_anh_ca/d0143b.npz,0.9729,2.4024,60
"anh hai, anh cả",anh_hai_anh_ca,Dataset/Videos/D0143N.mp4,motions/anh_hai_anh_ca/d0143n.json,features/anh_hai_anh_ca/d0143n.npz,0.9713,2.2689,60
"anh hai, anh cả",anh_hai_anh_ca,Dataset/Videos/D0143T.mp4,motions/anh_hai_anh_ca/d0143t.json,features/anh_hai_anh_ca/d0143t.npz,0.9729,2.4024,60
"chị hai, chị cả",chi_hai_chi_ca,Dataset/Videos/D0144B.mp4,motions/chi_hai_chi_ca/d0144b.json,features/chi_hai_chi_ca/d0144b.npz,0.9744,2.9696,60
"chị hai, chị cả",chi_hai_chi_ca,Dataset/Videos/D0144N.mp4,motions/chi_hai_chi_ca/d0144n.json,features/chi_hai_chi_ca/d0144n.npz,0.9801,3.2699,60
"chị hai, chị cả",chi_hai_chi_ca,Dataset/Videos/D0144T.mp4,motions/chi_hai_chi_ca/d0144t.json,features/chi_hai_chi_ca/d0144t.npz,0.9744,2.9696,60
quả bầu hồ lô,qua_bau_ho_lo,Dataset/Videos/D0145.mp4,motions/qua_bau_ho_lo/d0145.json,features/qua_bau_ho_lo/d0145.npz,0.9527,3.6703,60
một là,mot_la,Dataset/Videos/D0146.mp4,motions/mot_la/d0146.json,features/mot_la/d0146.npz,0.9802,3.8372,60
hai là,hai_la,Dataset/Videos/D0147.mp4,motions/hai_la/d0147.json,features/hai_la/d0147.npz,0.9867,4.9049,60
ba là,ba_la,Dataset/Videos/D0148.mp4,motions/ba_la/d0148.json,features/ba_la/d0148.npz,0.9228,3.1031,60
bốn là,bon_la,Dataset/Videos/D0149.mp4,motions/bon_la/d0149.json,features/bon_la/d0149.npz,0.9716,2.6693,60
năm là,nam_la,Dataset/Videos/D0150.mp4,motions/nam_la/d0150.json,features/nam_la/d0150.npz,0.9764,3.6703,60
ông bà,ong_ba,Dataset/Videos/D0151B.mp4,motions/ong_ba/d0151b.json,features/ong_ba/d0151b.npz,0.7009,3.7704,60
ông bà,ong_ba,Dataset/Videos/D0151N.mp4,motions/ong_ba/d0151n.json,features/ong_ba/d0151n.npz,0.6808,3.7371,60
ông bà,ong_ba,Dataset/Videos/D0151T.mp4,motions/ong_ba/d0151t.json,features/ong_ba/d0151t.npz,0.6692,3.7704,60
chị họ,chi_ho,Dataset/Videos/D0152B.mp4,motions/chi_ho/d0152b.json,features/chi_ho/d0152b.npz,0.9739,4.5712,60
chị họ,chi_ho,Dataset/Videos/D0152N.mp4,motions/chi_ho/d0152n.json,features/chi_ho/d0152n.npz,0.9633,3.8372,60
chị họ,chi_ho,Dataset/Videos/D0152T.mp4,motions/chi_ho/d0152t.json,features/chi_ho/d0152t.npz,0.9692,4.5712,60
em họ,em_ho,Dataset/Videos/D0153B.mp4,motions/em_ho/d0153b.json,features/em_ho/d0153b.npz,0.9361,3.9039,60
em họ,em_ho,Dataset/Videos/D0153N.mp4,motions/em_ho/d0153n.json,features/em_ho/d0153n.npz,0.8646,3.2032,60
em họ,em_ho,Dataset/Videos/D0153T.mp4,motions/em_ho/d0153t.json,features/em_ho/d0153t.npz,0.7132,5.1051,60
cháu họ,chau_ho,Dataset/Videos/D0154B.mp4,motions/chau_ho/d0154b.json,features/chau_ho/d0154b.npz,0.7709,4.0707,60
cháu họ,chau_ho,Dataset/Videos/D0154N.mp4,motions/chau_ho/d0154n.json,features/chau_ho/d0154n.npz,0.7536,4.1375,60
cháu họ,chau_ho,Dataset/Videos/D0154T.mp4,motions/chau_ho/d0154t.json,features/chau_ho/d0154t.npz,0.6795,4.8715,60
sống sót,song_sot,Dataset/Videos/D0155B.mp4,motions/song_sot/d0155b.json,features/song_sot/d0155b.npz,0.5727,3.6036,60
sống sót,song_sot,Dataset/Videos/D0155N.mp4,motions/song_sot/d0155n.json,features/song_sot/d0155n.npz,0.6657,3.5035,60
sống sót,song_sot,Dataset/Videos/D0155T.mp4,motions/song_sot/d0155t.json,features/song_sot/d0155t.npz,0.6148,3.6036,60
thường xuyên,thuong_xuyen,Dataset/Videos/D0156.mp4,motions/thuong_xuyen/d0156.json,features/thuong_xuyen/d0156.npz,0.7528,5.4388,60
thường xuyên,thuong_xuyen,Dataset/Videos/D0156B.mp4,motions/thuong_xuyen/d0156b.json,features/thuong_xuyen/d0156b.npz,0.4918,3.6703,60
thường xuyên,thuong_xuyen,Dataset/Videos/D0156N.mp4,motions/thuong_xuyen/d0156n.json,features/thuong_xuyen/d0156n.npz,0.661,4.638,60
thường xuyên,thuong_xuyen,Dataset/Videos/D0156T.mp4,motions/thuong_xuyen/d0156t.json,features/thuong_xuyen/d0156t.npz,0.6656,4.638,60
đi dạo,i_dao,Dataset/Videos/D0157B.mp4,motions/i_dao/d0157b.json,features/i_dao/d0157b.npz,0.5843,4.3043,60
đi dạo,i_dao,Dataset/Videos/D0157N.mp4,motions/i_dao/d0157n.json,features/i_dao/d0157n.npz,0.6619,4.1375,60
đi dạo,i_dao,Dataset/Videos/D0157T.mp4,motions/i_dao/d0157t.json,features/i_dao/d0157t.npz,0.5843,4.3043,60
về (Sài Gòn),ve_sai_gon,Dataset/Videos/D0158N.mp4,motions/ve_sai_gon/d0158n.json,features/ve_sai_gon/d0158n.npz,0.6841,3.5702,60
về 2 (Miền Bắc),ve_2_mien_bac,Dataset/Videos/D0159B.mp4,motions/ve_2_mien_bac/d0159b.json,features/ve_2_mien_bac/d0159b.npz,0.6409,4.1375,60
về 2 (Miền Bắc),ve_2_mien_bac,Dataset/Videos/D0159T.mp4,motions/ve_2_mien_bac/d0159t.json,features/ve_2_mien_bac/d0159t.npz,0.6059,4.7047,60
về 3 (đi về),ve_3_i_ve,Dataset/Videos/D0160.mp4,motions/ve_3_i_ve/d0160.json,features/ve_3_i_ve/d0160.npz,0.7103,4.3043,60
về 4 (từ nơi khác về),ve_4_tu_noi_khac_ve,Dataset/Videos/D0161.mp4,motions/ve_4_tu_noi_khac_ve/d0161.json,features/ve_4_tu_noi_khac_ve/d0161.npz,0.6543,3.6703,60
về 5 (về nhà),ve_5_ve_nha,Dataset/Videos/D0162.mp4,motions/ve_5_ve_nha/d0162.json,features/ve_5_ve_nha/d0162.npz,0.8321,4.004,60
hẹn,hen,Dataset/Videos/D0163B.mp4,motions/hen/d0163b.json,features/hen/d0163b.npz,0.4928,4.4044,60
hẹn,hen,Dataset/Videos/D0163N.mp4,motions/hen/d0163n.json,features/hen/d0163n.npz,0.511,3.5035,60
hẹn,hen,Dataset/Videos/D0163T.mp4,motions/hen/d0163t.json,features/hen/d0163t.npz,0.5295,3.5035,60
quyến luyến,quyen_luyen,Dataset/Videos/D0164.mp4,motions/quyen_luyen/d0164.json,features/quyen_luyen/d0164.npz,0.81,4.7381,60
hứa,hua,Dataset/Videos/D0165B.mp4,motions/hua/d0165b.json,features/hua/d0165b.npz,0.6602,7.3407,60
hứa,hua,Dataset/Videos/D0165N.mp4,motions/hua/d0165n.json,features/hua/d0165n.npz,0.5755,3.7037,60
hứa,hua,Dataset/Videos/D0165T.mp4,motions/hua/d0165t.json,features/hua/d0165t.npz,0.5491,3.7037,60
cùng / với (giới từ),cung_voi_gioi_tu,Dataset/Videos/D0166.mp4,motions/cung_voi_gioi_tu/d0166.json,features/cung_voi_gioi_tu/d0166.npz,0.9705,2.9363,60
lâu,lau,Dataset/Videos/D0167.mp4,motions/lau/d0167.json,features/lau/d0167.npz,0.5266,4.1708,60
lâu,lau,Dataset/Videos/D0167B.mp4,motions/lau/d0167b.json,features/lau/d0167b.npz,0.5009,8.0414,60
vẫn,van,Dataset/Videos/D0168B.mp4,motions/van/d0168b.json,features/van/d0168b.npz,0.6255,3.5035,60
vẫn,van,Dataset/Videos/D0168N.mp4,motions/van/d0168n.json,features/van/d0168n.npz,0.537,3.5369,60
vẫn,van,Dataset/Videos/D0168T.mp4,motions/van/d0168t.json,features/van/d0168t.npz,0.537,3.5369,60
mỗi ngày,moi_ngay,Dataset/Videos/D0169B.mp4,motions/moi_ngay/d0169b.json,features/moi_ngay/d0169b.npz,0.6666,3.8705,60
mỗi ngày,moi_ngay,Dataset/Videos/D0169N.mp4,motions/moi_ngay/d0169n.json,features/moi_ngay/d0169n.npz,0.6666,3.8705,60
mỗi ngày,moi_ngay,Dataset/Videos/D0169T.mp4,motions/moi_ngay/d0169t.json,features/moi_ngay/d0169t.npz,0.9833,3.9039,60
hàng ngày,hang_ngay,Dataset/Videos/D0170B.mp4,motions/hang_ngay/d0170b.json,features/hang_ngay/d0170b.npz,0.9824,3.7037,60
hàng ngày,hang_ngay,Dataset/Videos/D0170N.mp4,motions/hang_ngay/d0170n.json,features/hang_ngay/d0170n.npz,0.9668,3.2699,60
hàng ngày,hang_ngay,Dataset/Videos/D0170T.mp4,motions/hang_ngay/d0170t.json,features/hang_ngay/d0170t.npz,0.9702,3.2699,60
ăn vú sữa (bằng thìa),an_vu_sua_bang_thia,Dataset/Videos/D0171.mp4,motions/an_vu_sua_bang_thia/d0171.json,features/an_vu_sua_bang_thia/d0171.npz,0.935,4.5045,60
ăn vú sữa,an_vu_sua,Dataset/Videos/D0172.mp4,motions/an_vu_sua/d0172.json,features/an_vu_sua/d0172.npz,0.9783,3.5035,60
hôi,hoi,Dataset/Videos/D0173.mp4,motions/hoi/d0173.json,features/hoi/d0173.npz,0.965,5.5722,60
trông nhà,trong_nha,Dataset/Videos/D0174.mp4,motions/trong_nha/d0174.json,features/trong_nha/d0174.npz,0.9665,2.2689,60
chạy (động vật),chay_ong_vat,Dataset/Videos/D0175.mp4,motions/chay_ong_vat/d0175.json,features/chay_ong_vat/d0175.npz,0.9845,2.8028,60
xe container,xe_container,Dataset/Videos/D0176.mp4,motions/xe_container/d0176.json,features/xe_container/d0176.npz,0.9848,5.005,60
bay nhanh (máy bay),bay_nhanh_may_bay,Dataset/Videos/D0177.mp4,motions/bay_nhanh_may_bay/d0177.json,features/bay_nhanh_may_bay/d0177.npz,0.9841,3.4034,60
chậm chạp,cham_chap,Dataset/Videos/D0178.mp4,motions/cham_chap/d0178.json,features/cham_chap/d0178.npz,0.9719,3.4701,60
ngừng lại,ngung_lai,Dataset/Videos/D0179.mp4,motions/ngung_lai/d0179.json,features/ngung_lai/d0179.npz,0.9615,5.0717,60
5 > 3 (Toán học),5_3_toan_hoc,Dataset/Videos/D0180.mp4,motions/5_3_toan_hoc/d0180.json,features/5_3_toan_hoc/d0180.npz,0.9785,4.5379,60
2 < 6 (Toán học),2_6_toan_hoc,Dataset/Videos/D0181.mp4,motions/2_6_toan_hoc/d0181.json,features/2_6_toan_hoc/d0181.npz,0.9723,4.3043,60
cung điện,cung_ien,Dataset/Videos/D0182B.mp4,motions/cung_ien/d0182b.json,features/cung_ien/d0182b.npz,0.9536,3.5035,60
cung điện,cung_ien,Dataset/Videos/D0182N.mp4,motions/cung_ien/d0182n.json,features/cung_ien/d0182n.npz,0.9745,3.4034,60
cung điện,cung_ien,Dataset/Videos/D0182T.mp4,motions/cung_ien/d0182t.json,features/cung_ien/d0182t.npz,0.9567,3.5035,60
dừng lại,dung_lai,Dataset/Videos/D0183.mp4,motions/dung_lai/d0183.json,features/dung_lai/d0183.npz,0.9187,4.2709,60
một ít/ một chút,mot_it_mot_chut,Dataset/Videos/D0184.mp4,motions/mot_it_mot_chut/d0184.json,features/mot_it_mot_chut/d0184.npz,0.984,8.1415,60
kẹt xe/tắc đường,ket_xe_tac_uong,Dataset/Videos/D0185.mp4,motions/ket_xe_tac_uong/d0185.json,features/ket_xe_tac_uong/d0185.npz,0.9936,3.37,60
suy ra (Toán học),suy_ra_toan_hoc,Dataset/Videos/D0186.mp4,motions/suy_ra_toan_hoc/d0186.json,features/suy_ra_toan_hoc/d0186.npz,0.7792,6.9736,60
thì thầm,thi_tham,Dataset/Videos/D0187.mp4,motions/thi_tham/d0187.json,features/thi_tham/d0187.npz,0.9068,7.9079,60
hoặc,hoac,Dataset/Videos/D0188B.mp4,motions/hoac/d0188b.json,features/hoac/d0188b.npz,0.9819,3.003,60
hoặc,hoac,Dataset/Videos/D0188N.mp4,motions/hoac/d0188n.json,features/hoac/d0188n.npz,0.9829,2.5359,60
hoặc,hoac,Dataset/Videos/D0188T.mp4,motions/hoac/d0188t.json,features/hoac/d0188t.npz,0.9829,2.5359,60
muốn không?,muon_khong,Dataset/Videos/D0189B.mp4,motions/muon_khong/d0189b.json,features/muon_khong/d0189b.npz,0.985,3.6036,60
muốn không?,muon_khong,Dataset/Videos/D0189N.mp4,motions/muon_khong/d0189n.json,features/muon_khong/d0189n.npz,0.9878,2.6693,60
muốn không?,muon_khong,Dataset/Videos/D0189T.mp4,motions/muon_khong/d0189t.json,features/muon_khong/d0189t.npz,0.9878,2.6693,60
không muốn,khong_muon,Dataset/Videos/D0190B.mp4,motions/khong_muon/d0190b.json,features/khong_muon/d0190b.npz,0.9829,3.1698,60
không muốn,khong_muon,Dataset/Videos/D0190N.mp4,motions/khong_muon/d0190n.json,features/khong_muon/d0190n.npz,0.985,2.1688,60
không muốn,khong_muon,Dataset/Videos/D0190T.mp4,motions/khong_muon/d0190t.json,features/khong_muon/d0190t.npz,0.985,2.1688,60
sa mạc,sa_mac,Dataset/Videos/D0191.mp4,motions/sa_mac/d0191.json,features/sa_mac/d0191.npz,0.9904,5.639,60
xem,xem,Dataset/Videos/D0192B.mp4,motions/xem/d0192b.json,features/xem/d0192b.npz,0.9815,2.9363,60
xem,xem,Dataset/Videos/D0192N.mp4,motions/xem/d0192n.json,features/xem/d0192n.npz,0.9839,3.37,60
xem,xem,Dataset/Videos/D0192T.mp4,motions/xem/d0192t.json,features/xem/d0192t.npz,0.9839,3.37,60
núi cao,nui_cao,Dataset/Videos/D0193.mp4,motions/nui_cao/d0193.json,features/nui_cao/d0193.npz,0.9939,5.372,60
núi thấp,nui_thap,Dataset/Videos/D0194.mp4,motions/nui_thap/d0194.json,features/nui_thap/d0194.npz,0.991,3.6036,60
đẹp không?,ep_khong,Dataset/Videos/D0195B.mp4,motions/ep_khong/d0195b.json,features/ep_khong/d0195b.npz,0.9841,2.7361,60
đẹp không?,ep_khong,Dataset/Videos/D0195N.mp4,motions/ep_khong/d0195n.json,features/ep_khong/d0195n.npz,0.9909,3.5702,60
đẹp không?,ep_khong,Dataset/Videos/D0195T.mp4,motions/ep_khong/d0195t.json,features/ep_khong/d0195t.npz,0.9841,2.7361,60
xem đã,xem_a,Dataset/Videos/D0196.mp4,motions/xem_a/d0196.json,features/xem_a/d0196.npz,0.9885,3.7704,60
mồ hôi nhễ nhại,mo_hoi_nhe_nhai,Dataset/Videos/D0197.mp4,motions/mo_hoi_nhe_nhai/d0197.json,features/mo_hoi_nhe_nhai/d0197.npz,0.9899,5.372,60
không ngon,khong_ngon,Dataset/Videos/D0198.mp4,motions/khong_ngon/d0198.json,features/khong_ngon/d0198.npz,0.9861,2.3357,60
hài lòng,hai_long,Dataset/Videos/D0199.mp4,motions/hai_long/d0199.json,features/hai_long/d0199.npz,0.9978,4.9383,60
má hồng,ma_hong,Dataset/Videos/D0200.mp4,motions/ma_hong/d0200.json,features/ma_hong/d0200.npz,0.9884,4.6713,60
ngập ngừng,ngap_ngung,Dataset/Videos/D0201.mp4,motions/ngap_ngung/d0201.json,features/ngap_ngung/d0201.npz,0.9959,5.2719,60
nói ngập ngừng,noi_ngap_ngung,Dataset/Videos/D0202.mp4,motions/noi_ngap_ngung/d0202.json,features/noi_ngap_ngung/d0202.npz,0.9912,4.9049,60
